,Date,User,Tweet
55,2022-11-14 06:15:37+00:00,PAndreadakis,"@MovieFlameProd My top 2 are actually the same as yours 😅:

1. Avengers Endgame 
2. Spider-Man No Way Home
3. Captain America: The First Avenger
4. Iron-Man
5. Tied Thor Ragnarok/ Guardians of the Galaxy"
56,2022-11-14 06:14:54+00:00,CelliniRich,@caitoz My dude thought that Captain America: The First Avenger was a documentary.
57,2022-11-14 06:12:10+00:00,ac_hutchens,"@ScarifPodcast In no particular order:
- Iron Man
- Doctor Strange
- Guardians of the Galaxy
- Avengers Infinity War
- Captain America The First Avenger"
58,2022-11-14 04:59:23+00:00,Drew4EV,Sunday Night Movie 🎥 🍿 Captain America The First Avengers #DisneyPlus https://t.co/7P0wEMGQ49
59,2022-11-14 04:05:00+00:00,istrinayel,@SavVidiany @moviemenfes captain america: the first avenger
60,2022-11-14 03:02:21+00:00,JBBall420,"Captain America: The First Avenger (2011)

9.3 — Great https://t.co/bJGn6uAabP"
61,2022-11-14 02:25:25+00:00,LetsPlaceBot,The Marvel Cinematic Universe film Ant-Man and the Wasp is placed at number 10 directly above Iron Man and directly below Captain America: The First Avenger (according to Luke)
62,2022-11-14 02:24:22+00:00,Zeekiepoo,"The 5 best endings in the MCU in no particular order besides IW:
1. Infinity War 
2. Spider-Man No Way Home
3. Black Panther Wakanda Forever 
4. Captain America The First Avenger
5. Guardians of the Galaxy Vol. 2"
63,2022-11-14 02:00:35+00:00,hstdaylight,@SavVidiany @moviemenfes captain america the first avengers
64,2022-11-14 01:58:14+00:00,mayrichila,captain america: the first avenger https://t.co/QehSEdIKeX
65,2022-11-14 01:39:52+00:00,iniakunnyabram,@SavVidiany @moviemenfes Captain america the first avenger
66,2022-11-14 01:00:35+00:00,vaciojose,Superhero movies I didn't like captain marvel avengers endgame justice league both of them superman returns batman vs superman the batman black panther two captain america the first avenger Doctor strange the first one wonder woman both of them green lantern batman the long Hall https://t.co/mpnxclfNQc
67,2022-11-14 00:56:05+00:00,SONICFAN20News1,Captain America: the First Avenger Ain't Bad. Has Better Humor  Than Most Marvel Films. My Raiting Is A 7.1 https://t.co/tjSf8FfnLH
68,2022-11-13 23:41:49+00:00,susie_parker,"@MrAhmednurAli I saw Captain America: Civil War last night for the first time and my oldest and I talked about what a tremendous loss Chadwick is as an actor and person in that franchise. He has the most heart, wisdom, and compassion of any Avenger 💔💜 I’m so glad to see your review."
69,2022-11-13 22:59:40+00:00,_ziiadhany,كل مره بتفرج فيها عليCaptain America: The First Avenger لازم اقول انو اعلي فيلم سوبر هيرو من حيث كل المقارنات
70,2022-11-13 21:33:26+00:00,shatadru1999,"@WebHeaded_Josh Infinity War
Winter Soldier
Guardians Of The Galaxy
No Way Home
Thor Rangnarok
Captain America The First Avenger
Multiverse Of Madness
Endgame
The Avengers
Iron Man"
71,2022-11-13 21:25:36+00:00,oscarwinnergaga,"#38: Captain America: The First Avenger 

I want to love this, because Chris Evans is hot, but I turn this on and either fall asleep or turn it off. It's stiff, lacks a distinguished personality and no one is particularly likable. https://t.co/jsx6Ex7qch"
72,2022-11-13 20:17:11+00:00,ArchieRush3,"@realmoonknight2 Spider Man No Way Home
Iron Man
Captain America the first Avenger
Thor Ragnarok"
73,2022-11-13 19:52:07+00:00,DroupsCoup,"36. Avengers: Age of Ultron 
37. Thor: The Dark World 
38. Captain America: The First Avenger 
39. The Incredible Hulk"
74,2022-11-13 19:46:53+00:00,MiiyaUwU_EN,"Honestly I was a bit disappointed when they made Red Skull not look realistic in Captain America: The First Avengers.

But a realistic constantly bleeding peeled face would've been horrifying. https://t.co/HSWHMJ9L60"
75,2022-11-13 19:33:47+00:00,stoney_boyd,There is a reference to Raiders of the Lost Ark in Captain America the First Avenger https://t.co/G46HnVB0rd
76,2022-11-13 19:31:16+00:00,cinafilm,"Captain America: The First Avenger (2011) - Read 1,267 Movie Reviews 
Link: https://t.co/rEXUIQIMLZ 
#CaptainAmericaTheFirstAvenger #MovieReviews"
77,2022-11-13 18:57:42+00:00,_RandomJ_,"Black Panther: Wakanda Forever is a true sequel to Black Panther. Not an Avengers movie. Not a Captain America movie.

The only MCU movie you need to have watched going into Wakanda Forever, is the first Black Panther movie. Captain America: Civil War is completely optional."
78,2022-11-13 18:10:03+00:00,dilfrries,watching avengers for the first time in a long time and i need to know how did that crossbow guy sneak in 💀 likeee how is he useful compared to hot bitches like thor and captain america??? ok mr. katniss
79,2022-11-13 18:09:02+00:00,randomspock,Green Blooded Bastard - Captain America: The First Avenger https://t.co/eGAdWbefA5
80,2022-11-13 18:04:03+00:00,FabianEllis6,"Captain America: The First Avenger, Captain America: The Winter Soldier, Captain America: Civil War, Ant-man, Ant Man and the Wasp, Ant Man and the Wasp: Quantummania, Black Widow, Spider-Man Homecoming, Spider-Man Far From Home, Spider-Man No Way Home. 
All very different films!"
81,2022-11-13 17:46:21+00:00,Hardy07840904,@stebob1984 True. I believe Captain America: The First Avenger falls in that category too. https://t.co/YwmGMa0tnJ
82,2022-11-13 17:34:10+00:00,EastRattlesnake,There should be more block-buster movies like Captain America: the First Avenger. https://t.co/Kz2XpppMx7
83,2022-11-13 17:33:56+00:00,ZhorgLabs,"@BaronDestructo When I  watched Captain America: First Avenger(Yes Steve Rogers is the First Avenger, not Carol Danvers) I thought Kevin Feige was going to give us the MCU lifted from the pages of Marvel. I mean it should've been a no-brainer. The stories were already written. Wow...was I wrong."
84,2022-11-13 15:25:05+00:00,xunNRoov_,captain america the first avengers wkwk dari kecil mungil tiba² jadi roti sobek jumbo https://t.co/Kgji6lnhm5
85,2022-11-13 15:04:53+00:00,virginpass,Captain America: The First Avengers https://t.co/lSK0ZjR9F5
86,2022-11-13 12:53:47+00:00,Iadygragas,My ★★★½ review of Captain America: The First Avenger on @letterboxd: https://t.co/4D64Djw5yq
87,2022-11-13 12:53:27+00:00,noctzzz,captain america the first avenger quel BANGER
88,2022-11-13 12:24:53+00:00,ThedancingDog60,"@GraceRandolph I can't rank 30 films because after multiple viewings some films get better (or worse) over time to me.  But, I will say my favorite MCU film is ""Captain America - The First Avenger"". 1. It's a period piece. 2. Talk about being ""from the comics"". That origin is Simon/Kirby."
89,2022-11-13 10:08:48+00:00,doctorfan06,"Chris and Hayley Atwell bts for Captain America: The First Avenger
#ChrisEvans https://t.co/rZih0I0Dgp"
90,2022-11-13 02:16:25+00:00,drivemetoafi,@lukeskissjacket Oh wait do you mean captain america the first avenger or the first avengers movie???
91,2022-11-13 02:01:59+00:00,ArrowheadChiefs,"MCU TOP 10 2022
10. Guardians of the Galaxy 
9. Captain America The First Avenger
8. Captain America The Winter Soldier.       
7. Black Panther                                        6. Captain America Civil War.                5. Iron Man."
92,2022-11-13 01:46:41+00:00,cataquacks,"My friends and I snuck a whole watermelon into Captain America: The First Avenger and had to slice it in the theater, in the dark https://t.co/qleCorlAXA"
93,2022-11-13 01:09:50+00:00,Deathsjoker,@EvanRennerWorth Oh. Captain America: The First Avenger. Good Movie
94,2022-11-12 23:24:27+00:00,WedgeBuster88,"@Wholesome_Ace The first 2 Captain America movies were ass, and the 3rd one was an Avengers movie with a Captain America title. Lol"
95,2022-11-12 23:07:15+00:00,to_je_jedno__,"@kathorakova Captain America, The first Avenger"
96,2022-11-12 22:44:09+00:00,aussie1974chopi,@supernova_freak Captain America: the first Avenger.
97,2022-11-12 21:23:27+00:00,drip_marvel,"Cpt. Steven ""Steve"" Rogers a.k.a. Captain America, the First Avenger, was rejected by the U.S. Army during World War II due to numerous health problems. Drip Marvel Shorts"
98,2022-11-12 20:08:00+00:00,thirteenthagent,@korndiddy so no captain america the first avenger? https://t.co/8L8ee6L0g3
99,2022-11-12 18:54:03+00:00,cevans_online81,"Captain America: The First Avenger 🥺💙 @ChrisEvans

#ChrisEvans #ChristopherRobertEvans #Dodger #DodgerEvans #SteveRogers https://t.co/37BF6sstm9"
100,2022-11-12 18:37:55+00:00,AbelCasanova,"Mi ranking de las 30 películas del MCU 
30. Captain America: The first Avenger https://t.co/AHdHbcM3uA"
101,2022-11-12 16:06:19+00:00,TheWhiteRoom616,"Tandis que Stanley Tucci qu'on a pu voir, entre autre, en Dr Abraham Erskine dans ""Captain America: The First Avenger"", a lui eu 62 ans. https://t.co/uOSf898xx0"
102,2022-11-12 15:15:33+00:00,DisneyMusicEmp,"Listen to @SilvestriMusic's score to @CaptainAmerica: The First Avenger on vinyl picture disc?? 🎼🎵 We can do this all day. 🌟 🇺🇸 https://t.co/6dEVkRaL2B

📸: Instagram | vinylsaholic https://t.co/kuC9exZAUe"
103,2022-11-12 14:50:10+00:00,steviecomfort,Captain America: The First Avenger https://t.co/bk4wNvLL52
104,2022-11-12 14:25:14+00:00,aepgm46,"@JamesGunn @yara_wayne This is what reintroduced me to CBMs since Unbreakable, Raimi's Spiderman, Blade, Captain America the first Avenger X-Men.... I guess there is a place for pathos &amp; humor as I enjoyed GOTG Vol 2 more than 1 &amp; your discussion on what a father is but CBM's today have a void..."
105,2022-11-12 14:11:36+00:00,iimdii9,Chris Evans wore fake feet while filming the barefoot scenes in ‘Captain America: The First Avenger’ (2011) 🦶 https://t.co/8Ayxpx8xfP
106,2022-11-12 13:51:24+00:00,LarsHeat,"…

Avengers: Infinity War (2018)
Spider-Man: Homecoming (2017)
Captain America: Civil War (2016)
Guardians of the Galaxy Vol. 2 (2017)
Thor: The Dark World (2013)
The Avengers (2012)
Doctor Strange (2016)
Captain America: The First Avenger (2011)
Iron Man (2008)
… https://t.co/MTR6CwxqI7"
107,2022-11-12 12:26:23+00:00,stillberries,tp captain america the first avenger seru bgt dah pengen rewatch
108,2022-11-12 11:51:54+00:00,schultz68evjt,"Marvel Comics: Captain America (Tiny Book): Inspirational Quotes From the First Avenger (Fits in the Palm of Your Hand, Stock FW8FBPJ

https://t.co/Se3Uwic0dF https://t.co/N0xgJgp6nQ"
109,2022-11-12 09:13:21+00:00,veraturkan,"captain america the first avenger'dan başlayıp tüm marvel serisini benimle izlemenizi öneririm camila hanım. bi bakıyosun koltuğun tepesinde hulk var, bi bakmışsın mutfakta black widow alla alla. https://t.co/EoCSpUwG4v"
110,2022-11-12 09:12:40+00:00,tremblayhhu,"Captain America: The First Avenger TZFBR7B

https://t.co/p0R2COGdZJ https://t.co/QZxdIqOuxv"
111,2022-11-12 04:02:47+00:00,murly1257,@Sophia_Nyx Captain America: The First Avenger. I love scenarios where someone who has been picked on gets some power.
112,2022-11-12 03:54:25+00:00,gxbae,my period got me so emotional that i was almost crying during Captain America: The First Avenger. wtf😭
113,2022-11-12 03:06:32+00:00,Sitharther,"@AnimatedJL Captain America The first Avenger, stole this scene."
114,2022-11-12 02:42:33+00:00,RuChiOhu,Captain America: the first avenger.
115,2022-11-12 02:31:04+00:00,PolitiksCommon,"@SetosSweetHome @rodimusprime The first episode of She-Hulk dealt with Hulk grief of  losing his best friend Tony. The biggest meme from the show ""Captain America Fxcks"" came from Hulk getting drunk and talking about his lost friends.

All of the Avengers dealt with their grief differently."
116,2022-11-12 01:57:59+00:00,RKtherealAces,"@jungkooktwdbr @BTS_twt Captain America : the first avenger 

Jungkook best main vocalist 
방탄소년단 정국 #방탄소년단정국 #전정국 #정국 #JUNGKOOK ジョングク @BTS_twt"
117,2022-11-12 01:45:33+00:00,DaRefScottGrady,@patriottakes Among the aircraft look to be planes for HYDRA from “Captain America: The First Avenger.”
118,2022-11-11 23:51:17+00:00,blackvenom3030,Sorry I forgot.. Captain America the first avenger mmv
119,2022-11-11 23:51:09+00:00,blackvenom3030,Captain America the first avenger mmv part 2 https://t.co/7nH0egikrE
120,2022-11-11 23:13:02+00:00,Josukeshair_,"29. Captain America: The First Avenger 
Again, just a solid movie https://t.co/DpT472bbQ0"
121,2022-11-11 22:21:34+00:00,Casares22,"23. Moon Knight
24. Captain America: Civil War
25. The Incredible Hulk
26. Ant-Man 
27. Thor: Love and Thunder
28. Avengers: Age of Ultron
29. Captain America: The First Avenger
30. Falcon &amp; The Winter Soldier
31. Black Widow 
32. Agent Carter
33. Thor
34. Doctor Strange"
122,2022-11-11 22:11:32+00:00,SujadeepanP4_,I downloaded Captain America: The First Avenger (2011) https://t.co/Qh14mNNeF8
123,2022-11-11 20:39:02+00:00,InsertFace_com,Captain America: The First Avenger  : Insert face https://t.co/nbNLP5YzLr https://t.co/Yr0trGQuUr
124,2022-11-11 19:43:00+00:00,ScreenDStats,"Their @ScreenDrafts titles so far:

Stanley Tucci:
A Midsummer Night's Dream (1999)
Captain America: The First Avenger (2011)
Muppets Most Wanted (2014)

Demi Moore:
Ghost (1990)
Indecent Proposal (1993)
Now and Then (1995)

2/2 https://t.co/DrX0xGpB5n"
125,2022-11-11 19:20:39+00:00,vertigowooyay,"@juliacmarchese In Captain America - The First Avenger, when Steve jumps on the fake grenade, all the other soldiers recoil backwards. Except Peggy, in the back of the shot who steps forward, proving she’s just as brave as Steve."
126,2022-11-11 18:56:58+00:00,sometimesucrit,"Happy #followfriday everyone. Here is our interactive list...Captain America edition. 

The First Avenger
@AwfullyQHeroes
@WizardsRespite
@dArtagnanDnD
@ForgeOfLore1
@dm_hagiologist
@agents_of_boo
@arnamantle
@Powerword_fail https://t.co/wgTFRoV1cA"
127,2022-11-11 18:45:02+00:00,tealisa_,"Namor is the first mutant™, Captain America is the first avenger™, and I am once again asking marvel why isn't AI a separate sub-franchise of Avengers, in order to make Jim (marvel's VERY FIRST hero) the first android™"
128,2022-11-11 15:54:54+00:00,vault0overseer,"Happy birthday to American actor and filmmaker Stanley Tucci, born today in 1960. Tucci is known in fandom for roles in The Hunger Games film series, Captain America: The First Avenger, Percy Jackson: Sea of Monsters, Transformers: The Last Knight, and Patient Zero. #StanleyTucci https://t.co/ofJnm23o2M"
129,2022-11-11 14:22:00+00:00,MiiyaUwU_EN,"Most visually impressive MCU movies:
1. Guardians Of The Galaxy Vol 2
2. Black Panther: Wakanda Forever
3. Captain America: The First Avenger
4. Iron Man"
130,2022-11-11 11:02:26+00:00,troulips,"@moviemenfes Captain America The First Avenger dulu, nder. Kalau mau gampangnya bisa ngikutin urutan di Disney ajaa, udah diurutin dari awal sampai akhir https://t.co/kSU5b6kwEA"
131,2022-11-11 09:37:41+00:00,PeekWiL,"@DatesInMovies November 3, 1943. #CaptainAmerica The First Avenger https://t.co/yRi4wBJPp8"
132,2022-11-11 05:48:44+00:00,LaOpinionLA,Jeremy Strong estuvo a punto de ser el doble de Chris Evans en la cinta “Captain America: The first avenger” https://t.co/TtpEdbm7B7
133,2022-11-11 05:09:35+00:00,vxctxrr_,"* captain america: the first avenger.
* 2012.
* 2’5/5. https://t.co/SEQSLz2v80"
134,2022-11-11 04:20:53+00:00,SpideyBro14,@FanIntyre @DakotaKaiEra Pictures I took. I watched the first Black Panther movie a while ago. It's really good! 😎👍🏼 Haven't seen the new one yet but want to. Chadwick Boseman also appeared as Black Panther in the movie Avengers Infinity War where he fights alongside Captain America and others. 👍🏼 https://t.co/6a7j3RgT2j
135,2022-11-11 00:43:31+00:00,changpowless,"Woah, that scene in Captain America: The First Avenger is directly a reference to Marihuana (1936)"
136,2022-11-10 23:55:13+00:00,bavsk8,Captain America: The First Avenger
137,2022-11-10 21:23:40+00:00,DonELichterman,Captain America: The First Avenger UHD [Blu-ray] [2019] [Region Free] https://t.co/pAdH4o8REj
138,2022-11-10 21:11:16+00:00,duranduran003,Captain America: The first Avenger with my Mom https://t.co/nmCFBnOwKZ https://t.co/8x4Rq1zVvk
139,2022-11-10 20:03:48+00:00,dan_baker11,"@KurtBusiek I had gotten into comic maybe 3 years before this with @MarkWaid 's Captain America run, but Avengers Forever is probably the first big Marvel event I ever read and will always be one of the most important to me."
140,2022-11-10 18:12:00+00:00,cinema_fanatics,"Captain America: The First Avenger (2011) 🎬

Cinematographer: Shelley Johnson 

#ChrisEvans #Marvel #Scifi #film https://t.co/wXnwRa4cmz"
141,2022-11-10 17:19:12+00:00,obipacTuskyder2,"@SalemsCellar #SalemsScavengerHunt 
Captain America: The First Avenger(2011) https://t.co/B69BNV2sPr"
142,2022-11-10 16:13:24+00:00,saku23cutie,Captain America: The First Avenger (2011) https://t.co/qhve7yREuI
143,2022-11-10 15:32:45+00:00,UnproblematicMr,Why did captain America the first avenger make so little money 😳(for marvels standards) I thought it made like 500 million https://t.co/i7M0tvlfhx
144,2022-11-10 15:02:38+00:00,DylanRoth,"1: Going chronologically might be a mistake, because I’m setting the bar very high with Captain America: The First Avenger. More and more I think this might be the best of the bunch. Skinny Steve remains one of the greatest special effects of all time.
https://t.co/X9faesVJ3Y https://t.co/frmmDaBI5N"
145,2022-11-10 11:40:05+00:00,avesvaleeh,"oddio, non ricordo... captain america the first avenger o il primo the avengers, ho un vuoto di memoria 🤔 https://t.co/rh4KBXIV35"
146,2022-11-10 09:45:11+00:00,UgbongUgi,"@sportbible Captain America
The first avenger"
147,2022-11-10 08:39:02+00:00,InsertFace_com,Captain America: The First Avenger  : Insert face https://t.co/NN1N08HLNj https://t.co/fWHJfNusW4
148,2022-11-10 04:41:14+00:00,lancesonez,The climax in this episode where a de-powered Green Lantern boards a plane with WMDs must have inspired the climax in Captain America: The First Avenger where Cap does the same. https://t.co/03ZdWwxLg2
149,2022-11-10 03:40:56+00:00,FilmstoFilms_,Captain America: The First Avenger (2011) https://t.co/L12PL1rsZy
150,2022-11-10 03:11:43+00:00,LaOpinionLA,Jeremy Strong estuvo a punto de ser el doble de Chris Evans en la cinta “Captain America: The first avenger” https://t.co/73X2OWqTuR
151,2022-11-10 03:00:49+00:00,CinemAfterHours,My ★★★★ review of Captain America: The First Avenger on Letterboxd https://t.co/ra5QCtr1SZ
